-19.999126,-0.000081,0.000081,0.000081,
-19.997845,-0.000321,0.000321,0.000321,
-19.995724,-0.000720,0.000720,0.000720,
-19.992767,-0.001276,0.001276,0.001276,
-19.988983,-0.001987,0.001987,0.001987,
-19.984385,-0.002851,0.002851,0.002851,
-19.978964,-0.003868,0.003868,0.003868,
-19.972755,-0.005035,0.005035,0.005035,
-19.965740,-0.006350,0.006350,0.006350,
-19.957943,-0.007813,0.007813,0.007813,
-19.949358,-0.009422,0.009422,0.009422,
-19.940008,-0.011175,0.011175,0.011175,
-19.929897,-0.013070,0.013070,0.013070,
-19.919024,-0.015107,0.015107,0.015107,
-19.907396,-0.017282,0.017282,0.017282,
-19.895023,-0.019596,0.019596,0.019596,
-19.881926,-0.022046,0.022046,0.022046,
-19.868084,-0.024631,0.024631,0.024631,
-19.853521,-0.027349,0.027349,0.027349,
-19.838245,-0.030199,0.030199,0.030199,
-19.822262,-0.033180,0.033180,0.033180,
-19.805571,-0.036288,0.036288,0.036288,
-19.788191,-0.039524,0.039524,0.039524,
-19.770115,-0.042886,0.042886,0.042886,
-19.751356,-0.046372,0.046372,0.046372,
-19.731920,-0.049981,0.049981,0.049981,
-19.711811,-0.053710,0.053710,0.053710,
-19.691042,-0.057560,0.057560,0.057560,
-19.669609,-0.061527,0.061527,0.061527,
-19.647530,-0.065611,0.065611,0.065611,
-19.624800,-0.069811,0.069811,0.069811,
-19.601425,-0.074124,0.074124,0.074124,
-19.577421,-0.078549,0.078549,0.078549,
-19.552799,-0.083085,0.083085,0.083085,
-19.527534,-0.087730,0.087730,0.087730,
-19.501673,-0.092483,0.092483,0.092483,
-19.475193,-0.097342,0.097342,0.097342,
-19.448107,-0.102307,0.102307,0.102307,
-19.420422,-0.107374,0.107374,0.107374,
-19.392143,-0.112544,0.112544,0.112544,
-19.363279,-0.117814,0.117814,0.117814,
-19.333839,-0.123183,0.123183,0.123183,
-19.303822,-0.128650,0.128650,0.128650,
-19.273224,-0.134213,0.134213,0.134213,
-19.242077,-0.139871,0.139871,0.139871,
-19.210371,-0.145622,0.145622,0.145622,
-19.178101,-0.151465,0.151465,0.151465,
-19.145300,-0.157398,0.157398,0.157398,
-19.111952,-0.163420,0.163420,0.163420,
-19.078064,-0.169530,0.169530,0.169530,
-19.043653,-0.175726,0.175726,0.175726,
-19.008705,-0.182007,0.182007,0.182007,
-18.973253,-0.188371,0.188371,0.188371,
-18.937292,-0.194817,0.194817,0.194817,
-18.900814,-0.201344,0.201344,0.201344,
-18.863840,-0.207950,0.207950,0.207950,
-18.826380,-0.214633,0.214633,0.214633,
-18.788427,-0.221393,0.221393,0.221393,
-18.749975,-0.228228,0.228228,0.228228,
-18.711060,-0.235136,0.235136,0.235136,
-18.671673,-0.242116,0.242116,0.242116,
-18.631824,-0.249167,0.249167,0.249167,
-18.591507,-0.256287,0.256287,0.256287,
-18.550743,-0.263476,0.263476,0.263476,
-18.509525,-0.270730,0.270730,0.270730,
-18.467873,-0.278050,0.278050,0.278050,
-18.425783,-0.285434,0.285434,0.285434,
-18.383263,-0.292880,0.292880,0.292880,
-18.340319,-0.300388,0.300388,0.300388,
-18.296946,-0.307955,0.307955,0.307955,
-18.253178,-0.315580,0.315580,0.315580,
-18.208994,-0.323262,0.323262,0.323262,
-18.164417,-0.331000,0.331000,0.331000,
-18.119438,-0.338792,0.338792,0.338792,
-18.074081,-0.346636,0.346636,0.346636,
-18.028339,-0.354532,0.354532,0.354532,
-17.982220,-0.362479,0.362479,0.362479,
-17.935741,-0.370474,0.370474,0.370474,
-17.888887,-0.378516,0.378516,0.378516,
-17.841692,-0.386605,0.386605,0.386605,
-17.794132,-0.394738,0.394738,0.394738,
-17.746244,-0.402914,0.402914,0.402914,
-17.698011,-0.411132,0.411132,0.411132,
-17.649462,-0.419391,0.419391,0.419391,
-17.600580,-0.427690,0.427690,0.427690,
-17.551371,-0.436026,0.436026,0.436026,
-17.501873,-0.444398,0.444398,0.444398,
-17.452061,-0.452806,0.452806,0.452806,
-17.401958,-0.461248,0.461248,0.461248,
-17.351559,-0.469722,0.469722,0.469722,
-17.300884,-0.478228,0.478228,0.478228,
-17.249924,-0.486763,0.486763,0.486763,
-17.198700,-0.495327,0.495327,0.495327,
-17.147223,-0.503918,0.503918,0.503918,
-17.095484,-0.512535,0.512535,0.512535,
-17.043503,-0.521176,0.521176,0.521176,
-16.991276,-0.529841,0.529841,0.529841,
-16.938820,-0.538527,0.538527,0.538527,
-16.886145,-0.547234,0.547234,0.547234,
-16.833242,-0.555960,0.555960,0.555960,
-16.780136,-0.564704,0.564704,0.564704,
-16.726816,-0.573464,0.573464,0.573464,
-16.673306,-0.582239,0.582239,0.582239,
-16.619608,-0.591028,0.591028,0.591028,
-16.565733,-0.599830,0.599830,0.599830,
-16.511688,-0.608642,0.608642,0.608642,
-16.457476,-0.617465,0.617465,0.617465,
-16.403097,-0.626296,0.626296,0.626296,
-16.348581,-0.635134,0.635134,0.635134,
-16.293922,-0.643978,0.643978,0.643978,
-16.239126,-0.652826,0.652826,0.652826,
-16.184202,-0.661678,0.661678,0.661678,
-16.129169,-0.670531,0.670531,0.670531,
-16.074018,-0.679385,0.679385,0.679385,
-16.018774,-0.688238,0.688238,0.688238,
-15.963442,-0.697089,0.697089,0.697089,
-15.908014,-0.705936,0.705936,0.705936,
-15.852514,-0.714778,0.714778,0.714778,
-15.796946,-0.723614,0.723614,0.723614,
-15.741329,-0.732443,0.732443,0.732443,
-15.685660,-0.741263,0.741263,0.741263,
-15.629947,-0.750072,0.750072,0.750072,
-15.574202,-0.758870,0.758870,0.758870,
-15.518427,-0.767655,0.767655,0.767655,
-15.462640,-0.776426,0.776426,0.776426,
-15.406859,-0.785182,0.785182,0.785182,
-15.351067,-0.793920,0.793920,0.793920,
-15.295295,-0.802641,0.802641,0.802641,
-15.239552,-0.811341,0.811341,0.811341,
-15.183830,-0.820021,0.820021,0.820021,
-15.128151,-0.828679,0.828679,0.828679,
-15.072519,-0.837313,0.837313,0.837313,
-15.016945,-0.845922,0.845922,0.845922,
-14.961447,-0.854505,0.854505,0.854505,
-14.906018,-0.863060,0.863060,0.863060,
-14.850678,-0.871586,0.871586,0.871586,
-14.795436,-0.880082,0.880082,0.880082,
-14.740310,-0.888547,0.888547,0.888547,
-14.685294,-0.896978,0.896978,0.896978,
-14.630408,-0.905375,0.905375,0.905375,
-14.575662,-0.913736,0.913736,0.913736,
-14.521046,-0.922060,0.922060,0.922060,
-14.466607,-0.930346,0.930346,0.930346,
-14.412328,-0.938592,0.938592,0.938592,
-14.358228,-0.946797,0.946797,0.946797,
-14.304312,-0.954959,0.954959,0.954959,
-14.250589,-0.963078,0.963078,0.963078,
-14.197081,-0.971151,0.971151,0.971151,
-14.143790,-0.979178,0.979178,0.979178,
-14.090740,-0.987156,0.987156,0.987156,
-14.037911,-0.995086,0.995086,0.995086,
-13.985349,-1.002965,1.002965,1.002965,
-13.933036,-1.010791,1.010791,1.010791,
-13.881003,-1.018565,1.018565,1.018565,
-13.829261,-1.026283,1.026283,1.026283,
-13.777799,-1.033945,1.033945,1.033945,
-13.726655,-1.041550,1.041550,1.041550,
-13.675819,-1.049096,1.049096,1.049096,
-13.625315,-1.056581,1.056581,1.056581,
-13.575134,-1.064005,1.064005,1.064005,
-13.525325,-1.071365,1.071365,1.071365,
-13.475865,-1.078662,1.078662,1.078662,
-13.426779,-1.085892,1.085892,1.085892,
-13.378074,-1.093055,1.093055,1.093055,
-13.329781,-1.100149,1.100149,1.100149,
-13.281881,-1.107173,1.107173,1.107173,
-13.234397,-1.114125,1.114125,1.114125,
-13.187346,-1.121005,1.121005,1.121005,
-13.140750,-1.127810,1.127810,1.127810,
-13.094592,-1.134540,1.134540,1.134540,
-13.048903,-1.141193,1.141193,1.141193,
-13.003705,-1.147766,1.147766,1.147766,
-12.958978,-1.154260,1.154260,1.154260,
-12.914759,-1.160673,1.160673,1.160673,
-12.871062,-1.167003,1.167003,1.167003,
-12.827889,-1.173248,1.173248,1.173248,
-12.785242,-1.179407,1.179407,1.179407,
-12.743155,-1.185480,1.185480,1.185480,
