-20.000404,39.999531,-19.999126,
-20.001684,39.999531,-19.997845,
-20.003807,39.999531,-19.995724,
-20.006762,39.999531,-19.992767,
-20.010546,39.999531,-19.988983,
-20.015144,39.999531,-19.984385,
-20.020542,39.999504,-19.978964,
-20.026751,39.999504,-19.972755,
-20.033737,39.999477,-19.965740,
-20.041512,39.999454,-19.957943,
-20.050045,39.999405,-19.949358,
-20.059347,39.999355,-19.940008,
-20.069407,39.999306,-19.929897,
-20.080206,39.999229,-19.919024,
-20.091734,39.999130,-19.907396,
-20.103983,39.999008,-19.895023,
-20.116955,39.998882,-19.881926,
-20.130623,39.998707,-19.868084,
-20.144985,39.998505,-19.853521,
-20.160038,39.998283,-19.838245,
-20.175768,39.998032,-19.822262,
-20.192162,39.997734,-19.805571,
-20.209219,39.997410,-19.788191,
-20.226917,39.997032,-19.770115,
-20.245253,39.996609,-19.751356,
-20.264215,39.996136,-19.731920,
-20.283798,39.995609,-19.711811,
-20.303993,39.995037,-19.691042,
-20.324778,39.994385,-19.669609,
-20.346157,39.993687,-19.647530,
-20.368114,39.992916,-19.624800,
-20.390638,39.992065,-19.601425,
-20.413721,39.991142,-19.577421,
-20.437368,39.990170,-19.552799,
-20.461535,39.989071,-19.527534,
-20.486250,39.987923,-19.501673,
-20.511478,39.986671,-19.475193,
-20.537216,39.985321,-19.448107,
-20.563454,39.983875,-19.420422,
-20.590183,39.982327,-19.392143,
-20.617399,39.980679,-19.363279,
-20.645090,39.978931,-19.333839,
-20.673237,39.977058,-19.303822,
-20.701834,39.975056,-19.273224,
-20.730885,39.972961,-19.242077,
-20.760366,39.970737,-19.210371,
-20.790264,39.968365,-19.178101,
-20.820591,39.965893,-19.145300,
-20.851316,39.963268,-19.111952,
-20.882431,39.960495,-19.078064,
-20.913942,39.957596,-19.043653,
-20.945818,39.954521,-19.008705,
-20.978069,39.951321,-18.973253,
-21.010683,39.947975,-18.937292,
-21.043636,39.944450,-18.900814,
-21.076937,39.940777,-18.863840,
-21.110571,39.936951,-18.826380,
-21.144522,39.932949,-18.788427,
-21.178774,39.928749,-18.749975,
-21.213339,39.924397,-18.711060,
-21.248199,39.919872,-18.671673,
-21.283346,39.915169,-18.631824,
-21.318758,39.910267,-18.591507,
-21.354445,39.905190,-18.550743,
-21.390383,39.899910,-18.509525,
-21.426579,39.894451,-18.467873,
-21.463011,39.888794,-18.425783,
-21.499676,39.882938,-18.383263,
-21.536560,39.876881,-18.340319,
-21.573650,39.870598,-18.296946,
-21.610958,39.864136,-18.253178,
-21.648455,39.857449,-18.208994,
-21.686144,39.850559,-18.164417,
-21.724005,39.843445,-18.119438,
-21.762043,39.836124,-18.074081,
-21.800241,39.828579,-18.028339,
-21.838591,39.820812,-17.982220,
-21.877096,39.812836,-17.935741,
-21.915722,39.804611,-17.888887,
-21.954494,39.796185,-17.841692,
-21.993372,39.787502,-17.794132,
-22.032377,39.778622,-17.746244,
-22.071474,39.769485,-17.698011,
-22.110685,39.760147,-17.649462,
-22.149973,39.750553,-17.600580,
-22.189335,39.740707,-17.551371,
-22.228786,39.730659,-17.501873,
-22.268295,39.720356,-17.452061,
-22.307867,39.709824,-17.401958,
-22.347481,39.699039,-17.351559,
-22.387142,39.688026,-17.300884,
-22.426832,39.676758,-17.249924,
-22.466557,39.665257,-17.198700,
-22.506308,39.653530,-17.147223,
-22.546061,39.641544,-17.095484,
-22.585827,39.629330,-17.043503,
-22.625587,39.616863,-16.991276,
-22.665342,39.604160,-16.938820,
-22.705088,39.591232,-16.886145,
-22.744801,39.578045,-16.833242,
-22.784489,39.564625,-16.780136,
-22.824135,39.550953,-16.726816,
-22.863741,39.537045,-16.673306,
-22.903299,39.522907,-16.619608,
-22.942802,39.508537,-16.565733,
-22.982244,39.493935,-16.511688,
-23.021618,39.479095,-16.457476,
-23.060902,39.464001,-16.403097,
-23.100119,39.448700,-16.348581,
-23.139242,39.433167,-16.293922,
-23.178268,39.417393,-16.239126,
-23.217190,39.401390,-16.184202,
-23.256010,39.385178,-16.129169,
-23.294714,39.368732,-16.074018,
-23.333303,39.352077,-16.018774,
-23.371769,39.335209,-15.963442,
-23.410093,39.318108,-15.908014,
-23.448282,39.300797,-15.852514,
-23.486328,39.283272,-15.796946,
-23.524237,39.265568,-15.741329,
