0.000000 0.007591 0.000015 0.007591 0.000015 -0.000001 -0.002807 
0.001000 0.014980 0.000058 0.014980 0.000058 -0.000006 -0.005585 
0.002000 0.022173 0.000129 0.022171 0.000129 -0.000013 -0.008336 
0.003000 0.029173 0.000227 0.029171 0.000227 -0.000022 -0.011058 
0.004000 0.035987 0.000352 0.035982 0.000352 -0.000035 -0.013753 
0.005000 0.042620 0.000501 0.042611 0.000501 -0.000050 -0.016420 
0.006000 0.049075 0.000675 0.049061 0.000675 -0.000068 -0.019059 
0.007000 0.055357 0.000873 0.055337 0.000873 -0.000088 -0.021670 
0.008000 0.061472 0.001095 0.061443 0.001094 -0.000111 -0.024254 
0.009000 0.067423 0.001338 0.067382 0.001337 -0.000136 -0.026810 
0.010000 0.073214 0.001603 0.073160 0.001602 -0.000164 -0.029340 
0.011000 0.078850 0.001889 0.078780 0.001888 -0.000195 -0.031841 
0.012000 0.084335 0.002195 0.084246 0.002194 -0.000228 -0.034316 
0.013000 0.089673 0.002521 0.089562 0.002519 -0.000264 -0.036763 
0.014000 0.094867 0.002865 0.094730 0.002863 -0.000302 -0.039184 
0.015000 0.099921 0.003228 0.099756 0.003226 -0.000342 -0.041577 
0.016000 0.104840 0.003609 0.104641 0.003606 -0.000385 -0.043943 
0.017000 0.109626 0.004007 0.109390 0.004003 -0.000430 -0.046283 
0.018000 0.114283 0.004422 0.114005 0.004417 -0.000477 -0.048596 
0.019000 0.118815 0.004852 0.118491 0.004846 -0.000527 -0.050882 
0.020000 0.123224 0.005298 0.122849 0.005291 -0.000579 -0.053141 
0.021000 0.127515 0.005760 0.127083 0.005751 -0.000633 -0.055374 
0.022000 0.131690 0.006235 0.131196 0.006224 -0.000690 -0.057581 
0.023000 0.135752 0.006725 0.135191 0.006712 -0.000749 -0.059761 
0.024000 0.139705 0.007228 0.139071 0.007213 -0.000809 -0.061915 
0.025000 0.143551 0.007744 0.142837 0.007727 -0.000872 -0.064042 
0.026000 0.147293 0.008273 0.146493 0.008252 -0.000937 -0.066144 
0.027000 0.150934 0.008814 0.150042 0.008790 -0.001005 -0.068219 
0.028000 0.154477 0.009366 0.153485 0.009339 -0.001074 -0.070268 
0.029000 0.157925 0.009930 0.156826 0.009899 -0.001145 -0.072291 
0.030000 0.161279 0.010505 0.160066 0.010470 -0.001218 -0.074289 
0.031000 0.164543 0.011090 0.163208 0.011050 -0.001294 -0.076260 
0.032000 0.167719 0.011686 0.166255 0.011640 -0.001371 -0.078206 
0.033000 0.170810 0.012291 0.169207 0.012240 -0.001450 -0.080126 
0.034000 0.173817 0.012905 0.172068 0.012848 -0.001531 -0.082020 
0.035000 0.176743 0.013529 0.174840 0.013465 -0.001614 -0.083889 
0.036000 0.179592 0.014161 0.177524 0.014090 -0.001699 -0.085732 
0.037000 0.182363 0.014802 0.180122 0.014722 -0.001786 -0.087549 
0.038000 0.185061 0.015450 0.182637 0.015362 -0.001874 -0.089342 
0.039000 0.187686 0.016107 0.185070 0.016009 -0.001964 -0.091108 
0.040000 0.190242 0.016771 0.187422 0.016663 -0.002056 -0.092850 
0.041000 0.192729 0.017441 0.189697 0.017323 -0.002150 -0.094566 
0.042000 0.195150 0.018119 0.191895 0.017989 -0.002245 -0.096257 
0.043000 0.197507 0.018804 0.194018 0.018661 -0.002342 -0.097923 
0.044000 0.199802 0.019494 0.196068 0.019339 -0.002441 -0.099564 
0.045000 0.202037 0.020191 0.198046 0.020021 -0.002542 -0.101180 
0.046000 0.204213 0.020893 0.199953 0.020709 -0.002644 -0.102771 
0.047000 0.206332 0.021602 0.201792 0.021400 -0.002747 -0.104337 
0.048000 0.208395 0.022315 0.203564 0.022097 -0.002852 -0.105878 
0.049000 0.210406 0.023033 0.205270 0.022797 -0.002959 -0.107395 
0.050000 0.212364 0.023757 0.206911 0.023501 -0.003067 -0.108886 
0.051000 0.214272 0.024485 0.208489 0.024208 -0.003177 -0.110353 
0.052000 0.216131 0.025217 0.210005 0.024919 -0.003288 -0.111795 
0.053000 0.217943 0.025954 0.211460 0.025632 -0.003400 -0.113213 
0.054000 0.219710 0.026694 0.212856 0.026348 -0.003514 -0.114606 
0.055000 0.221432 0.027439 0.214194 0.027067 -0.003629 -0.115974 
0.056000 0.223111 0.028187 0.215474 0.027788 -0.003746 -0.117318 
0.057000 0.224748 0.028939 0.216699 0.028511 -0.003864 -0.118638 
0.058000 0.226346 0.029694 0.217869 0.029236 -0.003983 -0.119933 
0.059000 0.227905 0.030452 0.218984 0.029963 -0.004104 -0.121204 
0.060000 0.229426 0.031213 0.220047 0.030691 -0.004226 -0.122450 
